title_main,title_original,release_year,runtime,country,language_,director,production,genre,top_cast,plot,rating_imdb,rating_metacritic,rating_rottentomatoes,imdb_id,website,trailer,poster_small,poster_large,connections,quality,subtitles
Psycho,,1960,109 min,USA,English,Alfred Hitchcock,Paramount Pictures,"Horror, Mystery, Thriller","Anthony Perkins, Vera Miles, John Gavin, Janet Leigh","Phoenix officeworker Marion Crane is fed up with the way life has treated her. She has to meet her lover Sam in lunch breaks and they cannot get married because Sam has to give most of his money away in alimony. One Friday Marion is trusted to bank $40,000 by her employer. Seeing the opportunity to take the money and start a new life, Marion leaves town and heads towards Sam's California store. Tired after the long drive and caught in a storm, she gets off the main highway and pulls into The Bates Motel. The motel is managed by a quiet young man called Norman who seems to be dominated by his mother.",85,97,97,tt0054215,,,https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,,1080,Eng
Puss in Boots: The Last Wish,,2022,102 min,United States,"English, Spanish","Joel Crawford, Januel Mercado",20th Century Fox,"Animation, Adventure, Comedy","Antonio Banderas, Salma Hayek, Harvey Guillén","When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.",79,73,,tt3915174,,,https://m.media-amazon.com/images/M/MV5BNjMyMDBjMGUtNDUzZi00N2MwLTg1MjItZTk2MDE1OTZmNTYxXkEyXkFqcGdeQXVyMTQ5NjA0NDM0._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNjMyMDBjMGUtNDUzZi00N2MwLTg1MjItZTk2MDE1OTZmNTYxXkEyXkFqcGdeQXVyMTQ5NjA0NDM0._V1_SX300.jpg,,1080,Eng
Queen of the Damned,,2002,101 min,"USA, Australia",English,Michael Rymer,Warner Bros. Pictures,"Drama, Fantasy, Horror","Aaliyah, Stuart Townsend, Marguerite Moreau, Vincent Perez","After many years of sleeping in his coffin, the vampire Lestat awakens only to find that the world has changed and he wants to be a part of it. He gathers a following and becomes a rock star only to find that his music awakens the ancient Queen Akasha and she wants him to become her king...",53,30,17,tt0238546,,,https://m.media-amazon.com/images/M/MV5BMTYxNDEyMzEzMV5BMl5BanBnXkFtZTYwMDM1NjA3._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMTYxNDEyMzEzMV5BMl5BanBnXkFtZTYwMDM1NjA3._V1_SX300.jpg,,1080,Eng
Rain Man,,1988,133 min,USA,"English, Italian",Barry Levinson,MGM,Drama,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen","Charles Sanford ""Charlie"" Babbit is a self-centered Los Angeles-based automobile dealer/hustler/bookie who is at war with his own life. Charlie, as a young teenager, used his father's 1949 Buick convertible without permission and as a result, he went to jail for two days on account that his father reported it stolen. It is then that Charlie learns that his estranged father died and left him from his last will and testament a huge bed of roses and the car while the remainder will of $3 Million goes into a trust fund to be distributed to someone. Charlie seemed pretty angry by this and decides to look into this matter. It seems as if that ""someone"" is Raymond, Charlie's unknown brother, an autistic savant who lives in a world of his own, resides at the Walbrook Institute. Charlie then kidnaps Raymond and decides to take him on a lust for life trip to the west coast as a threat to get the $3 Million inheritance. Raymond's acts and nagging, including repeated talks of ""Abbott & Costello"", ""Four minutes till Wapner"" and refusal to fly on an airline except Quantas drives Charlie insane... and out of his selfish world into a cross-country trek of pure love and understanding that these two both have.",80,65,89,tt0095953,,,https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,1080,
Raise the Red Lantern ,"大红灯笼高高挂, Dà Hóng Dēnglong Gāogāo Guà",1991,125 min,"China, Hong Kong, Taiwan",Mandarin,Yimou Zhang,China Film Co-Production Corporation,"Drama, History, Romance","Li Gong, Saifei He, Jingwu Ma, Cuifen Cao","China in the 1920's. After her father's death, nineteen year old Songlian is forced to marry Chen Zuoqian, the lord of a powerful family. Fifty year old Chen has already three wives, each of them living in separate houses within the great castle. The competition between the wives is tough, as their master's attention carries power, status and privilege. Each night Chen must decide with which wife to spend the night and a red lantern is lit in front of the house of his choice. And each wife schemes and plots to make sure it's hers. However, things get out of hand...",82,,96,tt0101640,,,https://m.media-amazon.com/images/M/MV5BYjNiMDAyOTUtNTg5Ny00NTE4LThlZmYtYmNlNjUwOTlmNWZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BYjNiMDAyOTUtNTg5Ny00NTE4LThlZmYtYmNlNjUwOTlmNWZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,,1080,Eng
Ralph Breaks the Internet,,2018,112 min,USA,English,"Phil Johnston, Rich Moore",Walt Disney Animation Studios,"Animation, Adventure, Comedy, Family, Fantasy","John C. Reilly, Sarah Silverman, Gal Gadot, Taraji P. Henson","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",71,71,89,tt5848272,http://movies.disney.com/ralph-breaks-the-internet-wreck-it-ralph-2,,https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_SX300.jpg,,1080,
Rambo,,2008,92 min,"Germany, USA, Thailand","English, Burmese, Thai",Sylvester Stallone,Lionsgate Films,"Action, Thriller","Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish","Vietnam veteran John Rambo has survived many harrowing ordeals in his lifetime and has since withdrawn into a simple and secluded existence in Thailand, where he spends his time capturing snakes for local entertainers, and chauffeuring locals in his old PT boat. Even though he is looking to avoid trouble, trouble has a way of finding him: a group of Christian human rights missionaries, led by Michael Burnett and Sarah Miller, approach Rambo with the desire to rent his boat to travel up the river to Burma. For over fifty years, Burma has been a war zone. The Karen people of the region, who consist of peasants and farmers, have endured brutally oppressive rule from the murderous Burmese military and have been struggling for survival every single day. After some inner contemplation, Rambo accepts the offer and takes Michael, Sarah, and the rest of the missionaries up the river. When the missionaries finally arrive at the Karen village, they find themselves part of a raid by the sadistic Major Pa Tee Tint and a slew of Burmese army men. A portion of the villagers and missionaries are tortured and viciously murdered, while Tint and his men hold the remainder captive. Concerned by their disappearance, the minister in charge of the mission gathers a group of mercenaries and pleas Rambo transport them with his boat, since he knows their last exact location. But Rambo can't stay behind: he joins the team where he belongs, to liberate the survivors from the clutches of Major Tint in what may be one of his deadliest missions ever",70,46,37,tt0462499,,,https://m.media-amazon.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMTI5Mjg1MzM4NF5BMl5BanBnXkFtZTcwNTAyNzUzMw@@._V1_SX300.jpg,Rambo,1080,Eng
Rambo III,,1988,102 min,USA,"English, Russian",Peter MacDonald,Live Home Video,"Action, Adventure","Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith","John Rambo's former Vietnam superior, Colonel Samuel Trautman, has been assigned to lead a mission to help the Mujahedeen rebels who are fighting the Soviet invasion of Afghanistan, but the Buddhist Rambo turns down Trautman's request that Rambo help out. When the mission goes belly up and Trautman is kidnapped and tortured by Russian Colonel Zaysen, Rambo launches a rescue effort and allies himself with the Mujahedeen rebels and gets their help in trying to rescue Trautman from Zaysen.",58,36,37,tt0095956,,,https://m.media-amazon.com/images/M/MV5BZTQ4NjhkZWEtODY1MC00MzllLTkzNDYtZWVkMjNlNWRiOTdjXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNGM5ZWZiODEtMTIyYy00ZDYyLWE0M2EtMTgzZDViY2EzNjU4XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,Rambo,1080,Eng
Rambo: First Blood Part II,,1985,96 min,"USA, Mexico","English, Vietnamese, Russian",George P. Cosmatos,TriStar Pictures,"Action, Adventure, Thriller","Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff","John Rambo is removed from prison by his former superior, Colonel Samuel Troutman, for a top-secret operation to bring back POW's still held in Vietnam. Rambo's assignment is to only take pictures of where the POWs are being held, but Rambo wants to get the POWs out of Vietnam. Teamed up with female Vietnamese freedom fighter Co Bao, Rambo embarks on a mission to rescue the POWs, who are being held by sadistic Vietnamese Captain Vinh and his Russian comrade, Lieutenant Colonel Padovsky. Rambo starts killing every enemy in sight while still focusing on his intentions to rescue the POWs. There are also corrupt American officials involved in the mission, including Marshall Murdock, one of Rambo's superiors.",65,47,36,tt0089880,,,https://m.media-amazon.com/images/M/MV5BZWFkY2I1ZDAtNmZhNS00NjVlLWJiMGQtMGQ1ZmM0ZDA5ODg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BZWFkY2I1ZDAtNmZhNS00NjVlLWJiMGQtMGQ1ZmM0ZDA5ODg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Rambo,1080,Eng
Rambo: Last Blood,,2019,89 min,"USA, Hong Kong, France, Bulgaria, Spain, Sweden","English, Spanish",Adrian Grunberg,,"Action, Thriller","Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza",Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.,61,26,,tt1206885,,,https://m.media-amazon.com/images/M/MV5BNTAxZWM2OTgtOTQzOC00ZTI5LTgyYjktZTRhYWM4YWQxNWI0XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNTAxZWM2OTgtOTQzOC00ZTI5LTgyYjktZTRhYWM4YWQxNWI0XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,Rambo,1080,Eng
Ran ,"乱, Ran",1985,162 min,"Japan, France",Japanese,Akira Kurosawa,Rialto Pictures,"Action, Drama","Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû","Japanese warlord Hidetori Ichimonji decides the time has come to retire and divide his fiefdom among his three sons. His eldest and middle sons - Taro and Jiro - agree with his decision and promise to support him for his remaining days. The youngest son Saburo disagrees with all of them arguing that there is little likelihood the three brothers will remain united. Insulted by his son's brashness, the warlord banishes Saburo. As the warlord begins his retirement, he quickly realizes that his two eldest sons selfish and have no intention of keeping their promises. It leads to war and only banished Saburo can possibly save him.",82,96,96,tt0089881,,,https://ia.media-imdb.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://ia.media-imdb.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,,1080,Eng
Rashomon ,"羅生門, Rashōmon",1950,88 min,Japan,Japanese,Akira Kurosawa,Janus Films,"Crime, Drama, Mystery","Toshirô Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura","A priest, a woodcutter and another man are taking refuge from a rainstorm in the shell of a former gatehouse called Rashômon. The priest and the woodcutter are recounting the story of a murdered samurai whose body the woodcutter discovered three days earlier in a forest grove. Both were summoned to testify at the murder trial, the priest who ran into the samurai and his wife traveling through the forest just before the murder occurred. Three other people who testified at the trial are supposedly the only direct witnesses: a notorious bandit named Tajômaru, who allegedly murdered the samurai and raped his wife; the white veil cloaked wife of the samurai; and the samurai himself who testifies through the use of a medium. The three tell a similarly structured story - that Tajômaru kidnapped and bound the samurai so that he could rape the wife - but which ultimately contradict each other, the motivations and the actual killing being what differ. The woodcutter reveals at Rashômon that he knows more than he let on at the trial, thus bringing into question his own actions. But another discovery at Rashômon and the resulting actions from the discovery bring back into focus the woodcutter's own humanity or lack thereof.",83,,98,tt0042876,,,https://ia.media-imdb.com/images/M/MV5BMTk1MDU5MjQ5NF5BMl5BanBnXkFtZTgwMDM2OTE4MzE@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MDU5MjQ5NF5BMl5BanBnXkFtZTgwMDM2OTE4MzE@._V1_SX300.jpg,,720,Eng
Rear Window,,1954,112 min,USA,English,Alfred Hitchcock,Paramount Pictures,"Mystery, Thriller","James Stewart, Grace Kelly, Wendell Corey, Thelma Ritter","Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.",85,100,100,tt0047396,,,https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,1080,
Red Beard ,"赤ひげ, Akahige",1965,185 min,Japan,Japanese,Akira Kurosawa,Criterion Collection,Drama,"Toshirô Mifune, Yûzô Kayama, Tsutomu Yamazaki, Reiko Dan","In a charity hospital, a hard-bitten but honorable older doctor, Dr. Niide, takes a young intern under his guidance through the course of a number of difficult cases.",84,,73,tt0058888,,,https://m.media-amazon.com/images/M/MV5BNDU5ZjE1OWUtZjcxNS00NjAzLThhZTQtOWY0MDc3NDQ1YTE2XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BNDU5ZjE1OWUtZjcxNS00NjAzLThhZTQtOWY0MDc3NDQ1YTE2XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg,,1080,"Eng, Fre"
Red Desert ,Il deserto rosso,1964,117 min,"Italy, France","Italian, Turkish",Michelangelo Antonioni,Janus Films,Drama,"Monica Vitti, Richard Harris, Carlo Chionetti, Xenia Valderi","In a bleak rundown industrial area a young woman, Giuliana, tries to cope with life. She's married to Ugo the manager of a local plant but is soon having an affair with one of his co-workers, Corrado Zeller, who is visiting. Giuliana is unstable, not quite knowing anymore just what her role is, whether that be a wife, a mother or just another person. Her escape from life is short-lived however as Zeller is simply using her to satisfy his own needs and desires.",77,,100,tt0058003,http://janusfilms.com/reddesert,,https://ia.media-imdb.com/images/M/MV5BYWVhN2Q0NGYtMGMyZC00YzM0LTkzYWUtY2Q0YjM4NTI4NTcxXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYWVhN2Q0NGYtMGMyZC00YzM0LTkzYWUtY2Q0YjM4NTI4NTcxXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,,720,Eng
Red Dragon,,2002,124 min,"Germany, USA","English, French",Brett Ratner,Universal Pictures,"Crime, Drama, Thriller","Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel","3 Years after retiring from the FBI because of a near-fatal encounter with Hannibal Lecter, who was helping him catch the ""Chesapeake Ripper"", only to reveal it was Hannibal himself, Will Graham is asked by his ex-partner Jack Crawford to come solve one last case - 2 slaughtered families every full moon. They have 3 weeks until the next full moon to find the madman, but an innocent blind woman has found him first... Will Graham must risk his family's security and his own safety to track down this one last murderer - the epitome of all evil - The Red Dragon.",72,60,68,tt0289765,http://www.reddragonmovie.com/,,https://m.media-amazon.com/images/M/MV5BMTQ4MDgzNjM5MF5BMl5BanBnXkFtZTYwMjUwMzY2._V1_.jpg,https://m.media-amazon.com/images/M/MV5BMTQ4MDgzNjM5MF5BMl5BanBnXkFtZTYwMjUwMzY2._V1_SX300.jpg,Hannibal,1080,Eng
Requiem for a Dream,,2000,102 min,USA,English,Darren Aronofsky,Artisan Entertainment,Drama,"Ellen Burstyn, Jared Leto, Jennifer Connelly, Marlon Wayans","Sara Goldfarb (Ellen Burstyn) is a retired widow, living in a small apartment. She spends most of her time watching TV, especially a particular self-help show. She has delusions of rising above her current dull existence by being a guest on that show. Her son, Harry (Jared Leto) is a junkie but along with his friend Tyrone (Marlon Wayans) has visions of making it big by becoming a drug dealer. Harry's girlfriend Marion (Jennifer Connelly) could be fashion designer or artist but is swept along in Harry's drug-centric world. Meanwhile Sara has developed an addiction of her own. She desperately wants to lose weight and so goes on a crash course involving popping pills, pills which turn out to be very addictive and harmful to her mental state.",83,68,79,tt0180093,,,https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,https://m.media-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,,1080,
